Author,Title,Review,Rating,Dates,Restaurant
Poppycat94,Bad experience with staff - beware,"Had a bad experience in this pub. The server kept giving us the wrong order. First we asked for whiskey with ice on the side, he gave us on the rocks. Secondly, we asked for strawberry margarita, he gave us lime. Of which both we let pass as these were minor mistakes, but when we asked for the bill, we saw that instead of Gordon’s dry gin, he put Grey Goose, which was priced a bit more than the gin, so we called his attention to correct the bill. But then he proceeded to try to fool us by saying Gordon’s dry gin and Grey Goose vodka IS THE SAME, he even kept on insisting it was the same until we showed him the menu and pointed at the different spirits. Maybe he thought of us as fools, but luckily we know our spirits. When he realized, he just smiled at us foolishly. We thought he was going to correct the bill but he now gave us a stupid excuse that he can’t change it anymore because apparently we already finished drinking. He was even smug and unapologetic the whole time. By now we realized it wasn’t worth it to argue anymore, as this person doesn’t clearly want to admit his mistake and is just plainly stupid. So we paid for the incorrect bill and moved on. Just be careful if you want to visit this place. Drinks aren’t event that good. Margarita glass wasn’t chilled, and is too sweet almost no alcohol taste. Gin tonic has a lot of ice, and again almost no taste of gin in there. There are a lot of other options in the area, might as well try a different place.",1,2020-02-02,Rock Bottom Changkat
Cshin0927,Best afternoon tea in town,"Checked in last weekend to the hotel for 2 days 1 night with my family. Had my afternoon tea at the lounge, food was good and the team take care us very well. The flower centerpiece was follow by the Raya theme  The managers Ms Marina and Puiteng was so friendly and awesome service from the team. I loved the scones and one of the Konbi Egg Sando sandwich from the tea set, not to forgot their Signature tea was so good too. However the dessert item was a little too sweet for us. Will definitely visit again in the future.",5,2022-05-08,The Lounge at Four Seasons
Jasperv263,Very nice experience,Tom Yam Kai very good. I ordered it spicy after reading the comments on TripAdvisor. Tasted like the real deal. Indead spicy but enjoyed it very much. Black pepper beef also very tasty. Will be back,5,2017-08-16,BAAN 26
heatherbrooks18,Excellent food and service! ,"My friend and I visited Antipodean for breakfast on a Saturday morning. We enjoyed the Eggs Marlborough, Banana Butterscotch Pancakes and Avocado Toast. 

Food was delicious, service was on par and all around a great experience! Also brought home some treats to eat later ",5,2019-11-02,Antipodean Bangsar
"sweepengchan2016Kuala Lumpur, Malaysia",Endearing Yourself to Customers,"ICC Pudu market is packed with stalls, each selling about the same fare. I'm a regular at this market and have always been impressed by Joe, who goes the extra mile to differentiate his noodle stall from about 20+ other by the attention to small details. Joe took over his father-in-law's noodle stall some 8 years ago. They , like many others used to operate at the Imbi road market in Kuala Lumpur. Sam Keep noodle stall has been in operation for almost 50 years. Joe offers each customer a box of tissues for their use, he uses disposable gloves and when one has finished eating he offers toothpicks. He greets and jokes with customers. Children looks for him as he will have some candy for them, even when they are not patronising him. ",5,2019-03-08,ICC Pudu
eMoleKL,Average,"I had fairly high expectations of Entier, it being highly recommended by a friend who is a frequent diner at this establishment. We ordered the large portion beef and duck, medium portion mackerel and chicken, an assortment of side vegetables and pate. It was okay. The duck prepared in two styles was the best of the lot. I found the beef overly charred on the outside. Nothing remarkable on the rest. ",3,2018-12-22,Entier French Dining
Janice L,"Amazing dining experience, worth a try. ","Good service for recommendations for dishes and portions. Food is amazing and fresh. Served by the professional team Ben, we tao, Emiley and Sue. They have amazing service and great attention to dining needs. ",5,2023-12-21,Chynna
Mun5,Nice chicken hotpot,Good service and environment. Nice chicken hotpot with collagen. You could feel the thick collagen when drinking the soup.  Sure come again.,5,2018-04-07,Izakaya Hanazen
AdvaitS23,World of whiskey!,"With over 900 whiskeys from across the world, this is a fascinating place. Arif who catered to us not only had great recommendations but his knowledge and passion for whiskey and cigars is contagious. Definitely a place to visit again! Thanks arif for a kickass recommendation! Enjoyed it thoroughly.",5,2020-01-06,The Whisky Bar
YhteohMalaysia,Fine Thai & comfort dining experience,"Restaurant look a bit old at the main entrance, but once step into the dining area, it was so awesome and impressed. Very nice decoration and ambiance environment surrounding within the restaurant compound. There are few small private dining area available with extra charging.Food serve with nice presentation and taste good with its quality, enjoying great meal at very quiet and comfortable environment. Stuff are friendly & helpful with the menu, spacious car park with free parking just outside the restaurant.",4,2016-09-30,Rama V Thai Cuisine
Kathlyn C,Comfortable environment .,"Good location for dine in. Nice view and comfortable environment. Should visit once! A really good location can enjoy with friends and family as well, a romantic place.",4,2017-03-27,Signature by the Hill @ The Roof
kumyokek,Delicious,Anything we ordered was good. If you want to try chinese food can consider this restaurant. They have private rooms too.,4,2017-11-12,Noble House
JLim1997,Love the food and service,Roy was an excellent and outstanding waiter. Would definitely come back!! We enjoyed both the service and the food served here! Keep it up!,5,2020-02-14,Old Shanghai
JamesKMTan,Ramen numero uno,"I had a business meeting cum dinner here. They serve one of the best ramen. I ordered the spicy version and found it excellent. The soup is very rich and tasty
Their shoba is also very good.",4,2019-11-08,IPPUDO Bangsar Shopping Centre
wanming,Very good! ,Service was great. We were in a big group of about 14 people but all our meals came out together. Everything was tasty. Steaks were tender. Everyone wa happy with their meals.,5,2016-04-30,Bara On Six
Joanna_CF,Food is ok but noisy restaurant ,"Food and service is ok. Steam rice and dumpling is nice. However, the restaurant is super noisy when it’s full. Not a good place if you want to have a talk or so.",3,2018-02-20,Dragon-i
belle c,Beautiful Night,"Great atmosphere with delicious food, good service staff. Nice live band song from Sara…
Helpful staff",5,2022-03-25,Willow @ W Kuala Lumpur
"L CGlasgow, United Kingdom",Love the food here ,"Loved the food here, it was really tasty! Nicely decorated place, great location and very reasonable prices. Maybe it is a cultural thing, but the male staff greeted my (male) partner and ignored me and it made me feel a bit uncomfortable. This aside, it is a great place and I would go back.",4,2016-06-04,Sahara Tent
mengl2017,Best dim sum in Kuala Lumpur ,"Went with my two kids. We enjoyed panfried radish cake, siu mai and my daughter's favourite was definitely egg custard bun. The staff are very friendly especially towards kids. The ambiance is beautiful.",5,2017-02-10,"Dolly Dim Sum, Suria KLCC"
"GoingSoloNepalKuala Lumpur, Malaysia",As good as I remembered – MELT IN YOUR MOUTH ROAST PORK,"I revisited Wong Kee Restaurant after an 8-year break. The place is as I remembered – coffee shop with no air-con, people sitting at tables with no food on it, yet waiting patiently. We arrived just after 12pm, sat down and were totally ignored until the ‘siew yoke’ was ready to be served. Not too sure of the ordering system, we observed what the patrons at 5 other tables were doing and followed suit. We helped ourselves to the complimentary soup from a huge pot at the back of the shop, going back for refills. Boiled with large pork bones, ginger and salted vegetables, it is super tasty. A must try!By 12.30pm, all the tables are filled and a takeaway queue forms. The ‘siew yoke’ is brought out and hung at the counter, alongside strips of 'char siew' (grilled pork) and chicken. The lead waitress goes around the tables taking orders (choice of lean or lean/fat layer). We ordered one serving each of lean and lean/fat layer and one-to-go. The owner, Robert Wong comes out at 12.30pm and starts chopping the slab of meat into serve-size portions. The lead waitress has fantastic memory as she correctly delivers exactly what is ordered to each table, on a first-come-first served basis. This is no mean feat, with chicken rice and char siew (grilled pork) added to the mix. While not bad, these two dishes pale in comparison to the ‘siew yoke’.At RM18 per serving, the ‘siew yoke’ is not cheap. But you are assured of a crispy skin and soft meat that literally melts in your mouth with fat layers rendered to perfection. Even foreigners have heard of Wong Kee and are finding their way there, on their own.Highly recommended for ‘siew yoke’ loversUseful Tips: - easier parking on weekends- go early to avoid disappointment - be very very patient (can be hot)- sells out fast",4,2017-02-07,Wong Kee Hai Lam Chicken Rice & Roast Pork
