Author,Title,Review,Rating,Dates,Restaurant
ikethetraveller,One of the best lunch in Rome,"Went here by my friend's recommendation and wasn't disappointed.
Nice and reasonable priced. Great place to have a lunch.",5,2019-12-04,Le Tavernelle
"20kristinamGlendale, Arizona",Great service,"Great experience as a celiac and only eating gluten free. Based off previous blog and reviews, this restaurant was on my list to try when in Rome. I had the spaghetti Carbonara and it was pretty perfect. While my son was able to eat a regular calzone, we did order two desserts which were both gluten free and shared. Everything was delicious and no issues were noted after our meal. I’m hoping to get one more night at this restaurant during my vacation.",5,2023-12-23,Mama Eat Roma Trastevere
herve_thomas,Amanuel,"Perfecto, service excellente 

The food was good , 
We appreciate very much the atmosphere of the restaurant. Gracie mille ",5,2022-05-04,Polpetta Trastevere
"emma1672017London, United Kingdom",Excellent fish restaurant,"Had a wonderful evening at Crispi 19 last night. Menu was inventive and fish was excellent. Lava chocolate pudding was one of the most delicious I've ever tasted! Staff were so helpful, swapping out elements of the tasting menu to suit us and helping us choose the right wines. A great place to celebrate a special occasion. ",5,2023-06-12,Ristorante Crispi 19
OmRLondonLondon,Excellent. ,Excellent. Service is outstanding. Really attentive. Very nice and no feeling of being rushed. Prosecco on arrival. Followed by lovely seafood starters. Mains were outstanding. Gorgeous lobster spaghetti. I’d thoroughly recommend if you enjoy seafood. Lovely atmosphere and would definitely comeback. Great for a treat! My wife got a cushion for her bag... ,5,2020-02-01,Ristorante Chiaroscuro
yeko123,Excellent! We went there for,"Excellent! We went there for lunch and everything was amazing! From the service to the food to everything... we actually came back for dinner, this is how good this place is. We asked for wine recommendation and we got a lovely wine... also the pasta was delicious. Highly recommend ",5,2020-02-10,Pesci Fritti Trattoria
turtlefrog69Washington,Delicious breakfast surprise!,We found this restaurant as we needed to find breakfast before our tour of the Coliseum. It was the first place we found and we were so glad we decided to stay and eat. Our waiter was welcoming and gracious. The pancakes he recommended were some of the best ever. If we had more time in that area of Rome we would have returned for another meal.,5,2022-11-06,Delizie e Sapori
michellecB8460HP,"Wonderful, just what we were looking for!","The owner of our apartment rental recommended this restaurant to us and we could not have been happier. What a warm welcome we received and the great experience continued throughout. Lovely friendly waiting staff, excellent traditional Roman food in a relaxed family friendly environment. Antipasti was huge and fresh, pasta was amazing, carbonara the best we have had and spaghetti vongole delicious. I really would recommend this place to anyone looking for delicious Italian food in a very friendly, buzzing and warm environment.",5,2023-02-13,Le Tavernelle
ksolymossy,Excellent LMBTQ+ friendly place,"The staff is super cute! 
The food is deleicious, the location is perfect. 
I am happy to visit places like this, where I don’t have to afraid to touch my girlfriend…:)",5,2023-01-08,Coming Out
barryald,Amazing find and a definite go-to if visiting the vatican,Really good food with a great choice for breakfast and lunch. A perfect place for food before or after a visit to the vatican,5,2022-09-28,The Loft
Magnus R,The best pizza,One of the best pizzas I have ever tasted. Very calm and chill atmosphere and very friendly waitors. A must-visit when in Rome,5,2022-07-28,Il Laboratorio della Pizza
CoraWi,Food good but they throw you out if too slow,"Food is good, slightly cheaper than in other places (1 or 2€), drinks prices as usual, but they made me drink up my wine because people were waiting outside. Till then friendly, but this was beyond nice…",3,2022-07-16,Da Tonino
JiiBird,Good selection of craft beers,"A tiny, rusty and characteristic beer house with a great selection drafts and bottles. So, if you are a beer enthusiast, add this one to your bucket list. Recommended.",5,2018-01-20,Ma che siete venuti a fa
"Marie-Pierre HCourbevoie, France",Very very nice !,"Great place, great food and most friendly waiters. Romana bistro with classic and more complex dishes. The italian mamma is supervising the kitchen. Not expensive for the quality, bottle of nice italian wine from 23€, starters and dessert around 10€ and main course around 20€. I highly recommend.",5,2023-02-25,Trattoria Monti
Leanne C,Worth a visit!,"Beautiful meal! Fresh made pasta, fresh seafood. Indoor and outdoor dining. Lovely wait staff also, Patrizia was very attentive and super helpful. 
Open earlier than some others which is great for those wanting to eat early before a flight out of Rome",5,2024-01-30,Enoteca Trastevere
Monique R,The best Rosé I've had so far!,Martina was so nice and gave us a great selection of Rosé! She was attentive while we sat and drank our bottle of wine and caught up. Martina showed great patience with us while we did our best to use our Italian and mix it with English. She even took some great photos of us together! This place is a must stop! ,5,2023-05-09,The Loft
"asherifhDoha, Qatar",Best restaurant in Italy!,"We did a tour all over italy and this was by far the best! Forget googling ""best restaurants in rome"" etc..and going to the ones with the best reviews.We tried all these places and this is the real deal! Small authentic kitchen run hy the owners with passion! The pasta is the best we had and the steak fiorntine was better than the one we had in Florence !!I will be back in rome for my return flight , will definitely def go again one last time!",5,2022-07-26,Ristorante Dai Miei
sheila s,3 times in 2 weeks,"We loved eating here. The food is safe to eat, delicious and cheap. We would go again if we were in Rome any longer.",5,2019-06-03,Ganesha India
"MarionxyzBerkeley, California",Wonderful meal,"Our new favorite place in Rome. So cute, quiet corner, best lasagne we’ve ever had, delicious artichoke with salad, yummy clam pasta. Big glasses of decent wine, very professional waitstaff. Lots of people ordering the seafood pasta which looked amazing and we saw big platters of meats and cheese being served which looked beautiful. We would love to go back to try more things! There was a line to get in, glad we were there early.",5,2022-05-09,Alle fratte di trastevere
KMD814,Best food in Rome,We had our best meal here and heard 2 other tables say the same thing. The owner was helping wait tables and serve guests. I had a chicken dish sauteed in lemon butter that was divine.,5,2019-10-26,Ristorante Bernini
TonyN76,A gem of a restaurant in Roma,We visit this area often and look forward to returning to this restaurant.  This restaurant has a wonderful menu.  If you are looking for quality dishes this is the place for you.  The service is top notch and the presentation is excellent.,5,2023-05-24,I Goliardi Roma
Lueeza,Astonishing,Excellent food and service. The best unagi in Rome. We had sushi and udons and everything was simply perfect. We'll defintely go back to sample other menu items!,5,2018-01-07,Sushi Doku Bar
James T,Worst dinner in Rome 6 of us,"Awful
Many othe places in Rome for Dinner
Looks great
The only thing that is special are the Ladies making Pasta in the window",1,2023-10-22,Osteria da Fortunata - Rinascimento
